web_scraper_order,web_scraper_start_url,product,Name,price,Brand,Department,Display,Rating,pages
"1767353093-304","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&rt=nc&_pgn=1","https://www.ebay.com/itm/256400226639?_skw=watches&epid=22061981524&itmmeta=01KDZ6S2XQF7ZZ2C6YH00P33EP&hash=item3bb2a4f94f:g:ULIAAOSw7dRlvtUZ&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1d1hN4huI67YgWNsMTkLseZKGsUSQWJpSg0c6y00c0kx8czfef5ZmOg7meynsb0knrNVCdQu%2BCVLMN4NLtY%2FxnSnZDDkGCfXRpOQy3YzCO7bnJBD7bdXvUfzCK36pDGhQmaDbV5eDuEE7rIkmhbqQKJLg8Mib7YN%2FVKpb%2Fl%2BxmDVbS8d9ve9mt%2FC1IBnSa6Lil8LXF3dQ2%2BZ5p6puib7gVK3B%2BVsL6%2BJRLB70R23Ko6pdn8sMC630QZwrWQI5bLBOZJNU%2F1zgSZvOuk9xoC3WmI%7Ctkp%3ABk9SR5yv5ObvZg","NEW INVICTA 44307 KING PYTHON SWISS RONDA Z60 CHRONOGRAPH ICE BLUE  WATCH 50MM","US $249.99","Invicta","Men","Analog","","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&_pgn=9&rt=nc"
"1767353101-305","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&rt=nc&_pgn=1","https://www.ebay.com/itm/317069905760?_skw=watches&itmmeta=01KDZ6S2XQ5T5B2N64T3MD7CPE&hash=item49d2d6cf60:g:WP0AAeSwmRpobrcn&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cz12cyZ%2BV0zU2TepXrBpkzYZ%2BrbfzGiRW6UdEipvg8Hkrm9AgYB8JMS8wrjXl07dDumRkz5sXOdIyXjy8tAQgRqFdvwo7yVR%2BLIdC5L2ZFiVGJZ9AFg%2FbUK%2FqmMHRhWMKxJSm%2BJTUovIgfWc8lFThzzc2HXJPsY6oqF8cKhYcpDMhf6jlOfc09b%2F70nl6cJdNTzUfK7eX73Di4%2B%2Fm%2FIwCcdfVkUQhkZZgd0%2FqVNfPbiEWwDmlumut7oRlyphOlHMqk1Cn8yppuaJ27HMrnBbtq%7Ctkp%3ABk9SR5yv5ObvZg","Sea-Gull Tourbillon Automatic Men's Watch Mechanical Open Heart Luxury Watch","US $280.00","Seagull","Men","Analog","","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&_pgn=9&rt=nc"
"1767353109-306","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&rt=nc&_pgn=1","https://www.ebay.com/itm/374939017050?_skw=watches&itmmeta=01KDZ6S2XQ45R04WPENQEASTZJ&hash=item574c1b5f5a:g:hEsAAOSw~VZlCT~O&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dN59Tvl%2Fy0CEfaWh1sui5ls7hp4DFwPUJCQrRJWeNcOYjeiywFxXDxHdC0tnyX2D8dNgQEnhQJ%2Fas181ltTU%2BGDa2DxtfptMCDpqD40i%2BN7P095jizGxdBGuFgG9g7avbySvYITy86H%2Bn4FE3kZSEDwS3orlK1nMeaWcJMPmFfLQOeSgaoR9hvk6tgbPnlZ7TtozcblsyCRwcPYsRzl2IyrOcLeaEp9eYXYJk4RT%2FnJg%3D%3D%7Ctkp%3ABk9SR5yv5ObvZg","FOSSIL Fenmore Mens Gold Multifunction Watch, Silver Dial, Stainless Steel Band","US $88.90","Fossil","Men","Analog","","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&_pgn=9&rt=nc"
"1767353116-307","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&rt=nc&_pgn=1","https://www.ebay.com/itm/406070580471?_skw=watches&epid=13057295004&itmmeta=01KDZ6S2XQ4XYBZQ12N4DAN86W&hash=item5e8bb154f7:g:R~wAAeSwQrZogFdf&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fen5vqRTMbf07RyxljJodSuCJDgIW3Xrl7dLG6LP8AHSU94BLxiEprXF1svMRuCILomKsM9TUv6oQzb100mR4N08x9yEt23nDq5H1kDwd51zUP1F2Wd17mCwkvVb1fDC%2B4IqM5ykLovsJgWw8quuq4D1AwuqgL%2FhC3qzi%2F6%2F%2BWFI1Ifkdz2%2FIFiJ%2BV3FILGkFaV%2FWCYIAZOK9--qVYH%2Fzl7gGyZq9LM%2BTb81xmuU1XSA%3D%3D%7Ctkp%3ABk9SR5yv5ObvZg","Bulova Classic Surveyor 96A274 Silver Tone Automatic Stainless Steel Men's Watch","US $195.29","Bulova","Men","Analog","5.0","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&_pgn=9&rt=nc"
"1767353124-308","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&rt=nc&_pgn=1","https://www.ebay.com/itm/286891607037?_skw=watches&epid=21086688439&itmmeta=01KDZ6S2XQ4JQ981YQT6BXHJSR&hash=item42cc1283fd:g:sgcAAeSw38xo-KD6&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eNs5eWJF2cYwxRFydAsrC3CeXSPbTiHJVNENO%2BQDRe%2BcdEcxlWCjgeB7yaftBecpfyQFqalETQIO1dn9s3RWK%2BX04CmRrfwxjkXvVWOG%2F9AuUQPuCR06ViRTmnBYyOOtMTFq2AsN3HvzsBojGNAemOjQ7cYIbpYKgEvGMwaQS5Qk8FHtaM8lYG7PfGz4k%2BLITE4oBqAimQo1rLtMCwi6xgGlewfA83srh%2B6aGGCw%2Fme8W%2BctUpvpRWcYkyTvpBTNcd7O8w8dyM8js9jZHqehAI%7Ctkp%3ABk9SR5yv5ObvZg","Casio Classic Premium Series A1000A-7JF Quartz Stainless Steel Silver 2025 New","US $225.00","Casio","Unisex Adults","","","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&_pgn=9&rt=nc"
"1767353133-309","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&rt=nc&_pgn=1","https://www.ebay.com/itm/113845310049?_skw=watches&itmmeta=01KDZ6S2XQ7BCM9HBW80J6HH5S&hash=item1a81b59261:g:6cMAAOSw7cldSZdS&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1erSUidfa5%2FaSwf4rG9sYcqQXnzrpe99TH8s5OfMtI%2FdMpar9HYInwrgdteD9SGRvNaiHPxzYgu%2FW3rcMBJQJuNbtj1YPtCgE3%2FBWb5MwFM%2FQ8uxkiUPqCTOWjPA1fEpXSAuT%2BL0%2FS6KMvToSDmqnMicbeecHZMzeYjbtq5JEHeTs%2BMvfOJLDPOPfOptXc0xuLjlUfNod5pVuCvi6YshbvUENjx%2BdF37VQp3dPhwvr2SZYBj8ccrzp9fVxQb9UfLVTl3UPKNWM0tQgAXKad3KoV%7Ctkp%3ABk9SR5yv5ObvZg","40mm bliger black dial solid case week multifunction automatic mens watch B301","US $70.40/ea","Bliger","Men","Analog","","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&_pgn=9&rt=nc"
"1767353139-310","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&rt=nc&_pgn=1","https://www.ebay.com/itm/205120378177?_skw=watches&itmmeta=01KDZ6S2XQQH27TFBWS2YDM34Y&hash=item2fc2209541:g:pWsAAOSw4ixmWT5O&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dXPah2a0mbrTagKDDdhGTm2y6gDXQbeaKdvL2z%2FTQwi8OYs0s%2FqdvKxAy4hsoz4O8L73tfhsUXc9HCYpoFpurY2i%2Fc2OBLRF63m7QZ40vRzyIDHEQQhbRtT3Qi3W2e0I0Jq9Ovh%2FGCg73%2FY0AXxG2k2PRUuItzW3M13Il%2BoRx94yCEunBYzMyiudjmIpD5XJ4Yo3bRHbbWmyP5ybBIYrLqywfhGLXBq0TnRi7c0sdJGcFOugABi%2FxD4BHk3e1A5q99OI%2FHOGGSfJsykzEZrHPI%7Ctkp%3ABk9SR5yv5ObvZg","SEIKO SBTH001 Seiko Selection S Series Silver Stainless Steel Quartz Men's Watch","US $131.48","Seiko","Men","Analog","","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&_pgn=9&rt=nc"
"1767353149-311","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&rt=nc&_pgn=1","https://www.ebay.com/itm/186833525571?_skw=watches&itmmeta=01KDZ6S2XQWSEDSPRM009GYX9D&hash=item2b80255b43:g:HSoAAOSw3zZnVsDf&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dltOvdHIP0Xu2rRkEJNc1%2Fwcz8iY%2BRQhP4pJLkQAje1syLJU36omLZxhw47K1ADR09Jl10wq9tl2SruImJ1xmwInAZrK4rt8X9RHz1Tf0GVLxuNrGZtwgxp%2BWY20EpaByKZ0VzAxwbmryLFSxS624oCoVivRsgSw72HzIiQWtzCmr7B%2F8XA6DQOxqY3kE7me%2FO0dzSJi8%2FjSjjVcUVDlr%2BoL%2B2qzVDDSTmZdrM3KI78k1B5qyqxf3yUQAs5Oe2Zsyyk0qBYGMI3cr8imVpoP80%7Ctkp%3ABk9SR5yv5ObvZg","Rose Gold NH34 Automatic Men Watch GMT Diver Watches Waterproof Sapphire 40mm","US $130.20","Tandorio","Men","Analog","","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&_pgn=9&rt=nc"
"1767353156-312","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&rt=nc&_pgn=1","https://www.ebay.com/itm/253732728963?_skw=watches&epid=1408039137&itmmeta=01KDZ6S2XQT8PB3TQB2TQAAK4W&hash=item3b13a63083:g:7HIAAOxy4t1SoW9Q&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cOlBqWTWlMHIczylkTX5HFshI0ZVWdlHZ0emBXOZgEYf3kt1U54q9sD1hwdlHM3bE9qcIRorSiAv8xYdaOdL6iBBUoW1YFAmacqETZTp7S0RtnvMgi%2BiSLu1Cufw5Vg3rJsJpMfw%2BHairBbLrn%2FEGvgAiNqZsxQu4I%2FpfIzJDv5jZkkqkiP3T3AdacboLGeouMxTkZUuNzas%2B7LN4fGUKmNiVEugM5rszihf57GINaVw%3D%3D%7Ctkp%3ABk9SR5yv5ObvZg","NEW CK CALVIN KLEIN K2N271C6 SWISS MADE CHRONOGRAPH WATCH SUBSTANTIAL","US $179.99","Calvin Klein","Men's","Analog","","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&_pgn=9&rt=nc"
"1767353171-313","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&rt=nc&_pgn=1","https://www.ebay.com/itm/174990341710?_skw=watches&itmmeta=01KDZ6S2XQ309AR92AXPV8TM94&hash=item28be3cb64e:g:KBoAAOSw~~Rhi4mN&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fS1TwmKv1047yBBnKG5sI9xqOsIqpD%2FG6wkR4Bwx8d3Ld2ki9Lhvol9WDQixx1sBWrSXrGl9Ys2uYRZ%2B4C1U0RBRHC9DD4TwU7U2vdwjB5oPAUJMJD4yMZ1aLWiAwe5OF%2FZKniAoBCFid85iZOc47feVBLpPVRleQlmnjgfpg5WUofk28wJs8rRrX21SOSd6%2BoNuhU%2Ba8f8M1gmWKLNGxoetNJ0pWYAbwr95ugLASIxh%2FOyQjaZJAP7DvSJCelaoR%2BDHEBA3Z7iyGzprC%2B35o3%7Ctkp%3ABk9SR5yv5ObvZg","Men Women Easy to Read Dial Stretch Band Watch Luminous Analog Quartz Wristwatch","US $12.99/ea","Unbranded","Unisex Adult","Analog","","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&_pgn=9&rt=nc"
"1767353179-314","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&rt=nc&_pgn=1","https://www.ebay.com/itm/226665141619?_skw=watches&itmmeta=01KDZ6S2XQ593N9NXS7C6MVE6K&hash=item34c64b9573:g:JloAAOSwngVn41ab&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eoYkKjUb4vHAlmS%2BZHCH65TsU57HGjjXcr1g5XxNuagQnDRXYnwpHtrQeIVP%2BoO99tKTCEEf9sKW5ic77C%2F2cbCz2eNkFIOj0afBfZD7zqFkKOEy1HwmUiFBDV3hDje93Sn4aEd6zF2kAjKtlVCClDNwQ4NLLT9m8bfDhFp0B5c5iCKhJK%2FjCZ3LyH712d%2BHis62xzb0mJ9OlqioDKvVEt%2BWTfF5kKcS4CUTMpU0hd8AWM%2F%2BY3DU7Oxo1Gxipdru2ZbK%2BVEQshDNZT%2BWubi5ea%7Ctkp%3ABk9SR5yv5ObvZg","Luxury Mens Gold Tone Stainless Steel Band Analog Quartz Wrist Watch Gift Lot","US $12.99/ea","Unbranded","Men","Analog","","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&_pgn=9&rt=nc"
"1767353186-315","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&rt=nc&_pgn=1","https://www.ebay.com/itm/389227321513?_skw=watches&epid=14051021259&itmmeta=01KDZ6S2XQH9ME2YZ79M9DTZ0H&hash=item5a9fc198a9:g:yL0AAeSwUQ9ovGkp&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1e6oIpaWFuvjmzHVafx1YrJixfXWWFfvnpanPXLI5YgORIb12LMNYZwp39mylyh%2Ftbwf8f5DfN7dJ9sxjP%2BY29KBvACKhatUqz%2Bj6x%2FW7oerPYwbRfhWo%2FJOWaRt9494rBtafOp%2BzSy6yex8j5KHI0tXR8HaC65UVydYWEHXlzRA2ICoJ6TtxWfCByC%2BS%2F3k0hSLRRNQpdRYtG6RRAPvxzD%2BJBFzHClOhJRFrPmVLmzzQ%3D%3D%7Ctkp%3ABk9SR5yv5ObvZg","GUCCI YA136222 Men's Dive Green Dial Quartz Watch","US $486.00","Gucci","Men","Analog","5.0","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&_pgn=9&rt=nc"
"1767353194-316","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&rt=nc&_pgn=1","https://www.ebay.com/itm/297033494764?_skw=watches&itmmeta=01KDZ6S2XQQXG4CTWKG6W9F7S1&hash=item45289370ec:g:~8EAAOSwxBlntTux&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1c%2FOAgohiTEO%2B9R3EKdLVkKKOgd7q%2FtqTHeU3AvFD4xwoRlEdP41kQrXnWglOkipz5T4CvtiI0wU%2F2wHiE%2Fap%2BeKChHmwBPt1aIp%2FCjXTyX5Ngt5xSld74WpcWGShN5ZKcQp7yL%2B6N4f3D%2FL4%2BCpHdcXsyg9tCzvT0DjuLW2yZOvONZLXdECkXUFYiU45Z0MYgySu45zZc6Z7zJPfmgSi0hrlT%2B%2BiRolXmIlrpetNNYZ60BY2X4Pt9wvLTVtbHJRxMM0QlC2bYnVHPRNjHF2sZM%7Ctkp%3ABk9SR5yv5ObvZg","Custom Made 36 mm Black Explore 1 Diver Dress Mod Watch w/ NH35 Movement","US $154.75","Zion","Men","Analog","","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&_pgn=9&rt=nc"
"1767353201-317","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&rt=nc&_pgn=1","https://www.ebay.com/itm/193378767552?_skw=watches&itmmeta=01KDZ6S2XQQAZ8E2CZNMFC2N3P&hash=item2d0645d2c0:g:3V0AAOSwvXNeYpA9&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eIJ4l6FT2oeKjW%2B4xp%2FrZQVXB9O5Yyv52uMTQk71mUeTxKmahMgLj%2BYznpifTABswvPWw4gLmoCHVNh47Lgs9cwhCrX%2Fp2FZzB6CFOh%2BQkSBC5OjeUz5fGB7gI9sktYuLk1o9TKAiF9OU4z17joNiFX7w%2FbcxO5VQy0Bx%2F6hXRHUkXKcqRKLdUiwm9Vk6cliGxJBS%2FMwxnS8uN%2BxG23qY9fvsz3G3SNJZ1zLDA77B89w%3D%3D%7Ctkp%3ABk9SR5yv5ObvZg","Mens Rose Gold Bridge Manual Mechanical Watch - Orange Leather DIASTERIA 1688","US $148.95/ea","DIASTERIA","Unisex","Analog","","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&_pgn=9&rt=nc"
"1767353209-318","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&rt=nc&_pgn=1","https://www.ebay.com/itm/227135314609?_skw=watches&epid=24086724121&itmmeta=01KDZ6S2XQ96KVT91G1XFH67WB&hash=item34e251dab1:g:MoAAAeSweWlo~0Em&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cGS1yj7CekmZlKV%2FddCVbIDfwzXlxycTGZhkBoKDq2v294u0epNH%2F3TjjSN5S0pLnLpY2KO0l56c3jvFN0035%2FOF6swFrxMmAFzQjAmvyr4iWOcGr5zRtJRvNEgJfqCid8axLNanAtXhpPdk5HahL%2BUDzfck5rMt2nbW0Xk%2BW2Yp%2FhF0Fy7yzekdoTEmdHJy3yq2vRrlKO1gdBdl9VXbHeVg%2FADbYEXbZ6MeqmwUmCsQ%3D%3D%7Ctkp%3ABk9SR5yv5ObvZg","Casio Square Stainless Steel Quartz Watch MTP-B185D-7AV","US $99.99","Casio","Men","Analog","","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&_pgn=9&rt=nc"
"1767353226-319","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&rt=nc&_pgn=1","https://www.ebay.com/itm/365257222521?_skw=watches&itmmeta=01KDZ6S2XQV6N412WZFZ1PPYK3&hash=item550b06e979:g:GcIAAOSwVAtnSTH7&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fg3UeDIgHYbWlqXEFL5OUbI73UVq6Gkef0CbvXUdoMFNwByhkGVhBeF8AU6%2Fwxt1d4r95WNAC80UlzJk22YN73vbRu%2BbCMO9A1Wer78FFSXoUZ4mR3UurwtFpXpa6I%2BkYPtmgH5H6SpU7gS07807j5Z1lqk6fQ4XJV2OF12JW5pDolzMIlLuwmBhn8JTP%2FrJw0B7YYM0vX1Ohsb4XyssR%2B0T%2Fuo1Zde1H7vqOfe6ZT%2Bw%3D%3D%7Ctkp%3ABk9SR5yv5ObvZg","Casio Retro Digital Silver Tone Women's Watch LA670WA-7D","US $35.95","Casio","Women","Digital","5.0","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&_pgn=9&rt=nc"
"1767353235-320","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&rt=nc&_pgn=1","https://www.ebay.com/itm/167973558918?_skw=watches&epid=10070928861&itmmeta=01KDZ6S2XQ3NCQSYZAKRV2A3N1&hash=item271c011a86:g:z3UAAeSwOORpTh4x&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1d%2BtBd%2BgfGzLns7HKEOUGR%2FKLYOe5U2ireMl3KMWJc3%2Bew%2BXIb1Ke1J89a3K7rfhujrd5xnOwdjpf4lwjtXJM%2Fn6e3KkETvmzxBYAQp46UF3VuLNpDglNk69ve2LlUb%2FzpI2NGkl5EXEULjcnVsNFwMiMoJMlQnqj0bjG67gigi9lcu%2Fu8Z4I7c0AYir%2Fykg%2FgQSPDstghXNic3rLBf6wOqZXYcBgYqJDGsn7AU7%2BNWdQ%3D%3D%7Ctkp%3ABk9SR5yv5ObvZg","Citizen Tsuno Chronograph Quartz Silver Dial Men's Watch AN3700-62A","US $158.40","Citizen","Men","Silver-tone","","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&_pgn=9&rt=nc"
"1767353245-321","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&rt=nc&_pgn=1","https://www.ebay.com/itm/197976287070?_skw=watches&epid=15059553630&itmmeta=01KDZ6S2XQ8VH9R89KHY4880WQ&hash=item2e184e675e:g:mBYAAeSwOA1pTQll&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dyCI0d%2Bu6ojtXvBt4PpwLgnPdKb0mToJVd9lXTAZvOTPaeGj5uUZ%2FvSGF2zmpNS1J29x9JpmG%2FGKj7LT0M9thLZcZJKFfO4KawE%2FpxsmqLyo7DC4A6%2BrG5VGfz0O2Mogun3Py3SZG0bgvnkH4ksjNuBR4j3raAGf39X39xVUFahy0TfTRLNdG7FujKruB17evF6s42PO%2BHZZEGMVR8irsWsq%2FiwnBN9les%2F8IKjwkZUDTriEXUoItJlGoA3WcT6H6AMgKUzG9M1k8ZRnmTyQLF%7Ctkp%3ABk9SR5yv5ObvZg","Bulova Marine Star Black Dial Chronograph Stainless Steel Men's Watch 98B401","US $140.14","Bulova","Men","Analog","5.0","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&_pgn=9&rt=nc"
"1767353254-322","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&rt=nc&_pgn=1","https://www.ebay.com/itm/166952525753?_skw=watches&itmmeta=01KDZ6S2XQG90PG6QS16CFDME8&hash=item26df255fb9:g:UOQAAeSwAAVpUHB0&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dXSZsbGme%2FkAC0zmPrCNWCSxF18p8bww3ic5JFhiFuWSP5QVRvb7v5OeshswIgrEolpJ%2FWQCyZyuyChJVx2JzT0V06UtCnLmxDP20w%2F%2B2zZTHFsjv2UStYmwD%2FJFN%2F71DzScBP1kx5jGmIqPWR0ZSJpvcCBee0RI6KB0sEz5yWCaVKPYLc2VlQIwMgfbp4Ptn4OSBoSOLsRJwH4iaiG%2Fv%2B%2Fqh3M6z5LPWin%2BB6E4aLqA%3D%3D%7Ctkp%3ABk9SR5yv5ObvZg","Automatic Mens Wristwatch TOMMY HILFIGER OLIVER 1791939 Stainless Steel Blue","US $220.64","Tommy Hilfiger","Man","","","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&_pgn=9&rt=nc"
"1767353261-323","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&rt=nc&_pgn=1","https://www.ebay.com/itm/146099937935?_skw=watches&epid=1403917245&itmmeta=01KDZ6S2XQYDDWTWX6DB8ZTT6C&hash=item22043c228f:g:JZkAAOSw0VNnDG-1&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fkY3vxKcLnuF7zSb6haqEKplXHQqCxMpkY%2FsDld48dBbVQrds7SQy2Gqz5ELDhPGwZ4ZoZI9Pe8ZxsSeR51UjYM2iLj2HjIm8YmSQWfbSpEgrZGfGC53GBTSgipoIUYO%2BTfevOR%2BULt5l23QFCEQzTGIEWnNOWGIPkaBRak53VlmepRZz7ZKmGkzyBoOxZVli3fi6BENSyS9vqepsxzWdjkRJh8%2FIl8HzFthhCdzjYlQ%3D%3D%7Ctkp%3ABk9SR5yv5ObvZg","CASIO WAVE CEPTOR MULTIBAND 6 WVQ-M410-1AJF Wrist Watch","US $111.17","Casio","does not apply","","4.7","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&_pgn=9&rt=nc"
"1767353279-324","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&rt=nc&_pgn=1","https://www.ebay.com/itm/143859927902?_skw=watches&epid=20033161843&itmmeta=01KDZ6S2XQZA44F73JHGXRHV0Q&hash=item217eb84b5e:g:xvgAAOSw1ZFnTzcH&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cloC2zq4MCOmelxe0B1jIKKvIRcmncP8nyzCIaBvBt3P%2Be1%2BndukcFlW%2Bunl%2FmhvQRVX9PHTtQiJElLgmvDPh9QB29pfi7FL9jTqssGm%2B9TqA5JLnN1PZ77Pn4BJkOchGAcXu2PfpT8FNzRuebRcKM%2B42%2B7xFxEMqMajA9qw%2Bbiibt%2FgJqojrNGd0uwfLYLScatjjDbeO%2FCBsy%2FfqQueGj6WJIjqrF%2BJ7fQFwkNRS7%2BQ%3D%3D%7Ctkp%3ABk9SR5yv5ObvZg","Invicta Men's Pro Diver Quartz 3 Hand Blue Dial Watch 26971","US $64.90","Invicta","Men","Analog","4.7","https://www.ebay.com/sch/i.html?_nkw=watches&_sacat=0&_from=R40&_ipg=240&_oaa=1&_dcat=31387&_pgn=9&rt=nc"
